payer_name,trans_number,acct_number,fac_id,acct_type,acct_name,post_date,amount,description,type,text
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-03,10020.68,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107301190034500*1954468482~
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-03,1855,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818255862*1542174068\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-03,3471.72,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5513277*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-03,2955.07,BOOK TRANSFER CREDIT,,REF 2151437L      FUNDS TRANSFER FRMDEP 2252360       FROM              RENTOVERPAYMENT
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-04,6824.38,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9749281*1450173185*000001011~
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-04,5936,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5515628*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-05,1914,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5518644*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-05,7200,ACH CREDIT,Ach,NDC SWEEP         FAC 1112          210804
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-05,7687.38,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*245189                        *HCCLAIMPMT*
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-06,2634.78,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818259382*1542174068\
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-09,10931.04,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818261545*1542174068\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-09,50000,BOOK TRANSFER CREDIT,,REF 2211619L      FUNDS TRANSFER FRMDEP 2252328       FROM
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-09,23122.51,REMOTE DEPOSIT,Deposit,
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-10,19838.4,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108061550029000*1954468482~
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-10,717.75,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818261779*1542174068\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-10,840,REMOTE DEPOSIT,Deposit,
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-11,26026.06,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5526198*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-11,12646.98,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5524922*1330342719\
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-11,2479.8,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108091940002600*1954468482~
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-11,1983.84,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5525332*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-11,10258,ACH CREDIT,Ach,NDC SWEEP         FAC 1112          210810
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-12,9000,ACH CREDIT,Ach,ECLUSIVE          ePay              210812
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-12,4215.66,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0815086370*1542174068\
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-12,71890.38,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*245787                        *HCCLAIMPMT*
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-13,3995.4,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108111360059800*1954468482~
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-13,355,ACH CREDIT,Ach,BANKCARD 1299     MTOT DEP          210813            536376020000964
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-13,35340.58,REMOTE DEPOSIT,Deposit,
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-16,9831.5,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002169070
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-17,2727.78,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5532311*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-17,1735.86,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5533725*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-17,1097,ACH CREDIT,Ach,BANKCARD 1299     MTOT DEP          210817            536376020000964
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-18,2190,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5534700*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-18,10585,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5536509*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-18,6756.92,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5537089*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-19,17440,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5537761*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-19,2190,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5538858*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-19,1825,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5538378*1330342719\
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-19,66536.75,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*246410                        *HCCLAIMPMT*
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-20,46372.26,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818277029*1542174068\
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-20,5565,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818273359*1542174068\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-23,1484,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002169070
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-23,41362.22,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818281400*1542174068\
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-23,10310.08,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202108191660078400*1954468482~
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-23,3719.7,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0815086627*1542174068\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-24,17640.14,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5541375*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-25,2479.8,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5545627*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-25,1435.5,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5544815*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-25,11159.1,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5543876*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-25,1100,ACH CREDIT,Ach,NDC SWEEP         FAC 1112          210824
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-25,50000,BOOK TRANSFER CREDIT,,REF 2371402L      FUNDS TRANSFER FRMDEP 2252328       FROM
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-26,145978.61,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9767515*1450173185*000001011~
UnitedHC,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-26,6706,ACH CREDIT,Ach,UnitedHealthcare  HCCLAIMPMT        1671966220*1411289245*000087726\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-26,4711.62,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5548049*1330342719\
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-26,117707.2,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*247029                        *HCCLAIMPMT*
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-27,3475,ACH CREDIT,Ach,NDC SWEEP         FAC 1112          210826
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-27,26246.35,REMOTE DEPOSIT,Deposit,
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-27,7182.06,REMOTE DEPOSIT,Deposit,
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-30,239.25,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002169070
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-30,26855.9,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9769953*1450173185*000001011~
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-30,3719.7,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818290333*1542174068\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-30,17454,ACH CREDIT,Ach,NDC SWEEP         FAC 1112          210827
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-30,269,REMOTE DEPOSIT,Deposit,
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-31,2747.07,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9771149*1450173185*000001011~
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-08-31,1674.75,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818290764*1542174068\
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-01,9920.2,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9772466*1450173185*000001011~
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-01,8679.3,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5552538*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-01,2320.5,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5553659*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-01,20000,BOOK TRANSFER CREDIT,,REF 2441446L      FUNDS TRANSFER FRMDEP 2252328       FROM
UnitedHC,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-02,14370,ACH CREDIT,Ach,UnitedHealthcare  HCCLAIMPMT        1674308580*1411289245*000087726\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-02,3300,ACH CREDIT,Ach,ECLUSIVE          ePay              210902
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-02,551.55,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5556285*1330342719\
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-02,38843.5,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*247659                        *HCCLAIMPMT*
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-02,2955.07,BOOK TRANSFER CREDIT,,REF 2451111L      FUNDS TRANSFER FRMDEP 2252360       FROM              RENTOVERPAYMENT
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-02,16029,REMOTE DEPOSIT,Deposit,
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-03,461.39,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109011380007800*1954468482~
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-07,73.13,REMOTE DEPOSIT,Deposit,
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-08,54307.62,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818300294*1542174068\
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-08,12608.19,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9776727*1450173185*000001011~
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-08,1922.73,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5561298*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-08,6669,ACH CREDIT,Ach,NDC SWEEP         FAC 1112          210907
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-08,6829.85,REMOTE DEPOSIT,Deposit,
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-09,20086.38,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5563928*1330342719\
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-09,15870.72,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109061600009000*1954468482~
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-09,12845.95,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9777947*1450173185*000001011~
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-09,3967.68,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0815087047*1542174068\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-09,3967.68,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5565353*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-10,2400,ACH CREDIT,Ach,ECLUSIVE          ePay              210910
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-10,4023.52,ACH CREDIT,Ach,AHP CA CLAIM      HCCLAIMPMT        256677*1465596242\
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-10,71631.3,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*248373                        *HCCLAIMPMT*
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-10,1458,REMOTE DEPOSIT,Deposit,
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-13,5194,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002169070
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-13,3489.9,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818307908*1542174068\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-13,3967.68,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5568905*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-13,1160,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5568164*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-13,3024.5,REMOTE DEPOSIT,Deposit,
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-14,837.21,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818308189*1542174068\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-14,10906,ACH CREDIT,Ach,NDC SWEEP         FAC 1112          210913
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-14,1452,ACH CREDIT,Ach,BANKCARD 1299     MTOT DEP          210914            536376020000964
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-15,6300,ACH CREDIT,Ach,ECLUSIVE          ePay              210915
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-15,2179.44,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5572590*1330342719\
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-15,1563.7,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109131230049900*1954468482~
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-15,26533.86,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5571769*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-15,50000,BOOK TRANSFER CREDIT,,REF 2581431L      FUNDS TRANSFER FRMDEP 2252328       FROM              SR LOAN 2328
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-16,16500.28,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*248979                        *HCCLAIMPMT*
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-17,73242.43,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818312838*1542174068\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-20,9610.11,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002169070
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-20,11501,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818316556*1542174068\
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-20,4215.66,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109161110076300*1954468482~
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-20,717.75,ACH CREDIT,Ach,UHC COMMUNITY PL  HCCLAIMPMT        2021091716100600*1464348775*000004567\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-20,27510,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5577015*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-20,6935,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5578871*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-20,957,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5578083*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-20,9425.92,REMOTE DEPOSIT,Deposit,
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-21,39626.36,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818317387*1542174068\
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-21,3719.7,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109171770027300*1954468482~
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-22,6943.44,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109201550016200*1954468482~
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-22,3471.72,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0815087348*1542174068\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-22,5127.11,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5583020*1330342719\
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-23,13565.29,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9789458*1450173185*000001011~
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-23,5846.44,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109211410041000*1954468482~
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-23,94170.98,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*249579                        *HCCLAIMPMT*
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-27,5009.46,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002169070
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-27,5787.91,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9791866*1450173185*000001011~
Blue_Shield,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-27,1315.72,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202109231280034700*1954468482~
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-27,17754.65,REMOTE DEPOSIT,Deposit,
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-28,176552.14,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9793085*1450173185*000001011~
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-28,6900,ACH CREDIT,Ach,ECLUSIVE          ePay              210928
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-28,22468.6,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5586397*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-28,18250,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5588196*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-28,19593.04,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5587361*1330342719\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-28,3618.52,REMOTE DEPOSIT,Deposit,
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-29,21618.43,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9794414*1450173185*000001011~
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-29,10560,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5589783*1330342719\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-29,3471.72,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5591648*1330342719\
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-29,2879.73,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818327501*1542174068\
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-29,11492.63,REMOTE DEPOSIT,Deposit,
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-30,1487.88,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002169070
Medicare,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-30,16662.66,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9795902*1450173185*000001011~
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-30,4266.5,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5593823*1330342719\
Health_Net,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-30,3471.72,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818327755*1542174068\
Molina,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-30,742,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5592962*1330342719\
CHG,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-30,44302.08,ACH CREDIT,Ach,CHG CLAIMS        19ACHPFBEB        TRN*1*250184                        *HCCLAIMPMT*
,71006486,2252352,1112,Checking,B-San Diego LLC - Operating Account,2021-09-30,840,REMOTE DEPOSIT,Deposit,
,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-01,9349.97,ACH CREDIT,Ach,AHP CA CLAIM      HCCLAIMPMT        246639*1465596242\
Health_Net,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-01,267.46,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818210828*1542174068\
Medicare,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-02,6891.15,ACH CREDIT,Ach,NORIDIAN JEA      HCCLAIMPMT        EFT9723622*1450173185*000001011~
,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-02,700,ACH CREDIT,Ach,NDC SWEEP         FAC 1113          210701
Health_Net,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-06,5750.5,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818218915*1542174068\
Blue_Shield,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-06,56.89,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107011760022700*1954468482~
Molina,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-06,470.73,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5475638*1330342719\
Molina,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-06,432.88,ACH CREDIT,Ach,Molina HC of CA   HCCLAIMPMT        EFT5473435*1330342719\
,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-07,23057.86,AUTO TRANSFER CREDIT,,TRANSFER FROM     DEPOSIT SYSTEM    ACCOUNT                   0002169054
Health_Net,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-07,8400,ACH CREDIT,Ach,HEALTH NET COMMU  HCCLAIMPMT        0818219392*1542174068\
Blue_Shield,71006486,2252378,1113,Checking,B-Spring Valley LLC - Operating Account,2021-07-07,1484,ACH CREDIT,Ach,BSC Promise       HCCLAIMPMT        202107021050210400*1954468482~
